Dataset, #TrainingRelease, %training, %Defective in training, %Defective in testing, Classifier, Feature Selection, Balancing, TP, FP, TN, FN, Precision, Recall, ROC Area, Kappa
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2011.0, 4.0, 56.0, 128.0, 0.30434782608695654, 0.9333333333333333, 0.9626772635187782, 0.4357987544608501
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 2137.0, 17.0, 43.0, 2.0, 0.9555555555555556, 0.7166666666666667, 0.94954028362163, 0.8147142952171894
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 2137.0, 23.0, 37.0, 2.0, 0.9487179487179487, 0.6166666666666667, 0.9464040829047842, 0.7419268522821684
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 65.0, 1.0, 59.0, 2074.0, 0.027660571964369433, 0.9833333333333333, 0.7722378058282686, 7.712779760719905E-4
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 180.0, 0.0, 60.0, 1959.0, 0.029717682020802376, 1.0, 0.9601683029453015, 0.004989096744822262
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, RANDOM_FOREST, BEST_FIRST, SMOTE, 2131.0, 23.0, 37.0, 8.0, 0.8222222222222222, 0.6166666666666667, 0.9574762350007792, 0.6976917448280447
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 2131.0, 7.0, 53.0, 8.0, 0.8688524590163934, 0.8833333333333333, 0.9409770920991117, 0.8725261730026789
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 76.0, 5.0, 55.0, 2063.0, 0.025967894239848913, 0.9166666666666666, 0.7479780271154746, -0.0027054666301527925
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2032.0, 6.0, 54.0, 107.0, 0.33540372670807456, 0.9, 0.9290556334735858, 0.46751910924250956
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, NO_FEATURES_SELECTION, SMOTE, 2131.0, 7.0, 53.0, 8.0, 0.8688524590163934, 0.8833333333333333, 0.9410394265232975, 0.8725261730026789
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, BEST_FIRST, NO_SAMPLING, 2137.0, 23.0, 37.0, 2.0, 0.9487179487179487, 0.6166666666666667, 0.9467469222378059, 0.7419268522821684
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, BEST_FIRST, OVER_SAMPLING, 2132.0, 27.0, 33.0, 7.0, 0.825, 0.55, 0.7804347826086957, 0.6524128312412821
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, BEST_FIRST, UNDER_SAMPLING, 2124.0, 5.0, 55.0, 15.0, 0.7857142857142857, 0.9166666666666666, 0.9600981767180926, 0.8414963779868102
OPENJPA, 5, 0.7632428940568475, 0.027789533079418817, 0.027285129604365622, IBK, BEST_FIRST, SMOTE, 2135.0, 23.0, 37.0, 4.0, 0.9024390243902439, 0.6166666666666667, 0.9461313697989715, 0.7266172143715554
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2112.0, 113.0, 4.0, 7.0, 0.36363636363636365, 0.03418803418803419, 0.8965787764749539, 0.053992116600970565
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 2102.0, 105.0, 12.0, 17.0, 0.41379310344827586, 0.10256410256410256, 0.8335874444888131, 0.1466449776331844
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2107.0, 104.0, 13.0, 12.0, 0.52, 0.1111111111111111, 0.9312730162187454, 0.1677650788354042
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2112.0, 113.0, 4.0, 7.0, 0.36363636363636365, 0.03418803418803419, 0.8924766963936384, 0.053992116600970565
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 2119.0, 117.0, 0.0, 0.0, NaN, 0.0, 0.8830665166200796, 0.0
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 81.0, 2.0, 115.0, 2038.0, 0.053413841151881095, 0.9829059829059829, 0.8685741137369264, 0.0022918171323282705
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 2081.0, 29.0, 88.0, 38.0, 0.6984126984126984, 0.7521367521367521, 0.9170044731630386, 0.7084598259461649
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, NAIVE_BAYES, BEST_FIRST, SMOTE, 2119.0, 94.0, 23.0, 0.0, 1.0, 0.19658119658119658, 0.8750196633632217, 0.3168258260796084
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 2119.0, 65.0, 52.0, 0.0, 1.0, 0.4444444444444444, 0.9529753189498352, 0.6025878003696853
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2034.0, 22.0, 95.0, 85.0, 0.5277777777777778, 0.811965811965812, 0.8935354928748038, 0.6153331661232337
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2026.0, 11.0, 106.0, 93.0, 0.5326633165829145, 0.905982905982906, 0.9443476401947379, 0.6476659444553873
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 2118.0, 65.0, 52.0, 1.0, 0.9811320754716981, 0.4444444444444444, 0.9522916389362827, 0.5986707204977726
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 2118.0, 68.0, 49.0, 1.0, 0.98, 0.4188034188034188, 0.9029376056275538, 0.5734617596319732
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2112.0, 70.0, 47.0, 7.0, 0.8703703703703703, 0.4017094017094017, 0.7065137159521303, 0.5343178621659641
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2106.0, 56.0, 61.0, 13.0, 0.8243243243243243, 0.5213675213675214, 0.7813252501784829, 0.6234771573604065
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, RANDOM_FOREST, BEST_FIRST, SMOTE, 2117.0, 67.0, 50.0, 2.0, 0.9615384615384616, 0.42735042735042733, 0.9036253191515108, 0.5781316650078211
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 2118.0, 47.0, 70.0, 1.0, 0.9859154929577465, 0.5982905982905983, 0.7903663637500353, 0.734174769785562
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 2071.0, 36.0, 81.0, 48.0, 0.627906976744186, 0.6923076923076923, 0.775910262460522, 0.6387096774193545
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2058.0, 20.0, 97.0, 61.0, 0.6139240506329114, 0.8290598290598291, 0.8544144754621394, 0.6866114810149364
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, NO_FEATURES_SELECTION, SMOTE, 2118.0, 47.0, 70.0, 1.0, 0.9859154929577465, 0.5982905982905983, 0.7903703972604398, 0.734174769785562
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, BEST_FIRST, NO_SAMPLING, 2118.0, 68.0, 49.0, 1.0, 0.98, 0.4188034188034188, 0.7029158246713697, 0.5734617596319732
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, BEST_FIRST, OVER_SAMPLING, 2054.0, 40.0, 77.0, 65.0, 0.5422535211267606, 0.6581196581196581, 0.7233253873178366, 0.5699180796342167
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, BEST_FIRST, UNDER_SAMPLING, 2058.0, 32.0, 85.0, 61.0, 0.5821917808219178, 0.7264957264957265, 0.7757065701850978, 0.624577544123169
OPENJPA, 6, 0.8059701492537313, 0.027670111972437555, 0.05232558139534884, IBK, BEST_FIRST, SMOTE, 2117.0, 65.0, 52.0, 2.0, 0.9629629629629629, 0.4444444444444444, 0.7113740959894806, 0.5947960618846697
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2177.0, 132.0, 8.0, 13.0, 0.38095238095238093, 0.05714285714285714, 0.9500424005218526, 0.08503723764387272
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 2163.0, 130.0, 10.0, 27.0, 0.2702702702702703, 0.07142857142857142, 0.7798352902804958, 0.09013804253202384
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2147.0, 126.0, 14.0, 43.0, 0.24561403508771928, 0.1, 0.9314546640574037, 0.11122898092766081
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2174.0, 130.0, 10.0, 16.0, 0.38461538461538464, 0.07142857142857142, 0.9535404435746901, 0.10361001317523144
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 2185.0, 118.0, 22.0, 5.0, 0.8148148148148148, 0.15714285714285714, 0.9606294846705805, 0.24887957017428916
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 7.0, 3.0, 137.0, 2183.0, 0.059051724137931035, 0.9785714285714285, 0.7246412263535551, -0.0021998347172484303
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 335.0, 0.0, 140.0, 1855.0, 0.07017543859649122, 1.0, 0.9631784083496412, 0.021241182531505115
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, NAIVE_BAYES, BEST_FIRST, SMOTE, 2181.0, 96.0, 44.0, 9.0, 0.8301886792452831, 0.3142857142857143, 0.9642335290280496, 0.4373922042083471
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 2190.0, 77.0, 63.0, 0.0, 1.0, 0.45, 0.9760061969993477, 0.6059953881629512
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2087.0, 47.0, 93.0, 103.0, 0.4744897959183674, 0.6642857142857143, 0.8172651663405088, 0.5199175824175826
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2084.0, 8.0, 132.0, 106.0, 0.5546218487394958, 0.9428571428571428, 0.9409165035877365, 0.6737255865372805
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 2190.0, 74.0, 66.0, 0.0, 1.0, 0.4714285714285714, 0.9745857795172864, 0.6263921993499463
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 2190.0, 82.0, 58.0, 0.0, 1.0, 0.4142857142857143, 0.9573760600130463, 0.5707481464839367
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2097.0, 58.0, 82.0, 93.0, 0.4685714285714286, 0.5857142857142857, 0.7951337247227658, 0.4863420687641436
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2092.0, 7.0, 133.0, 98.0, 0.5757575757575758, 0.95, 0.9719373776908024, 0.6940919037199123
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, RANDOM_FOREST, BEST_FIRST, SMOTE, 2189.0, 79.0, 61.0, 1.0, 0.9838709677419355, 0.4357142857142857, 0.9638356164383561, 0.5887932936245309
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 2153.0, 18.0, 122.0, 37.0, 0.7672955974842768, 0.8714285714285714, 0.9270450097847358, 0.8034961281913667
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 2092.0, 50.0, 90.0, 98.0, 0.4787234042553192, 0.6428571428571429, 0.7941846053489889, 0.5154019111860593
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2093.0, 6.0, 134.0, 97.0, 0.5800865800865801, 0.9571428571428572, 0.9481066536203523, 0.6999187246014381
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, NO_FEATURES_SELECTION, SMOTE, 2153.0, 18.0, 122.0, 37.0, 0.7672955974842768, 0.8714285714285714, 0.9272961513372472, 0.8034961281913667
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, BEST_FIRST, NO_SAMPLING, 2180.0, 42.0, 98.0, 10.0, 0.9074074074074074, 0.7, 0.9597700587084149, 0.7787436084733376
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, BEST_FIRST, OVER_SAMPLING, 2102.0, 55.0, 85.0, 88.0, 0.4913294797687861, 0.6071428571428571, 0.7686382909328114, 0.510626422853786
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, BEST_FIRST, UNDER_SAMPLING, 2121.0, 8.0, 132.0, 69.0, 0.6567164179104478, 0.9428571428571428, 0.9571379647749511, 0.7569793430409749
OPENJPA, 7, 0.8318175256243684, 0.03245400902464422, 0.060085836909871244, IBK, BEST_FIRST, SMOTE, 2176.0, 39.0, 101.0, 14.0, 0.8782608695652174, 0.7214285714285714, 0.9594227005870841, 0.780247352967346
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2504.0, 78.0, 4.0, 60.0, 0.0625, 0.04878048780487805, 0.8070469160229824, 0.028396572827416706
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 2324.0, 65.0, 17.0, 240.0, 0.06614785992217899, 0.2073170731707317, 0.7179212168486739, 0.05593522108075617
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2412.0, 71.0, 11.0, 152.0, 0.06748466257668712, 0.13414634146341464, 0.8447619002321068, 0.05064855246179578
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2486.0, 74.0, 8.0, 78.0, 0.09302325581395349, 0.0975609756097561, 0.8176463034131122, 0.06559113804063105
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 2547.0, 70.0, 12.0, 17.0, 0.41379310344827586, 0.14634146341463414, 0.8139102393364027, 0.2033154525004331
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 123.0, 2.0, 80.0, 2441.0, 0.0317334391114637, 0.975609756097561, 0.7009674289410601, 0.0015316428831586215
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 52.0, 0.0, 82.0, 2512.0, 0.03161141094834233, 1.0, 0.8917349986682395, 0.001281388611748868
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, NAIVE_BAYES, BEST_FIRST, SMOTE, 2493.0, 46.0, 36.0, 71.0, 0.3364485981308411, 0.43902439024390244, 0.8207259997716981, 0.3584404388389913
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 2497.0, 32.0, 50.0, 67.0, 0.42735042735042733, 0.6097560975609756, 0.9209172025417602, 0.48369815872565325
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2083.0, 26.0, 56.0, 481.0, 0.1042830540037244, 0.6829268292682927, 0.7789610364902401, 0.13439359506931847
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2011.0, 6.0, 76.0, 553.0, 0.12082670906200318, 0.926829268292683, 0.9069004223583578, 0.1681725388746733
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 2496.0, 31.0, 51.0, 68.0, 0.42857142857142855, 0.6219512195121951, 0.9247793082455006, 0.4887006421642298
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 2492.0, 41.0, 41.0, 72.0, 0.36283185840707965, 0.5, 0.8518749286556828, 0.39892408702190035
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2517.0, 43.0, 39.0, 47.0, 0.45348837209302323, 0.47560975609756095, 0.7300996917925497, 0.44673159489247793
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2476.0, 20.0, 62.0, 88.0, 0.41333333333333333, 0.7560975609756098, 0.8562958981773905, 0.5150490775058033
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, RANDOM_FOREST, BEST_FIRST, SMOTE, 2491.0, 39.0, 43.0, 73.0, 0.3706896551724138, 0.524390243902439, 0.8547287013431757, 0.4130295275746505
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 2428.0, 19.0, 63.0, 136.0, 0.3165829145728643, 0.7682926829268293, 0.8608357748944104, 0.423075299976086
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 232.0, 4.0, 78.0, 2332.0, 0.03236514522821577, 0.9512195121951219, 0.747203302766257, 0.002829029560261424
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2021.0, 6.0, 76.0, 543.0, 0.12277867528271405, 0.926829268292683, 0.823900821886534, 0.17148853895159485
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, NO_FEATURES_SELECTION, SMOTE, 2428.0, 19.0, 63.0, 136.0, 0.3165829145728643, 0.7682926829268293, 0.8619963091206575, 0.423075299976086
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, BEST_FIRST, NO_SAMPLING, 2478.0, 40.0, 42.0, 86.0, 0.328125, 0.5121951219512195, 0.8927385753966744, 0.3764429515138355
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, BEST_FIRST, OVER_SAMPLING, 2113.0, 26.0, 56.0, 451.0, 0.11045364891518737, 0.6829268292682927, 0.7448465621551691, 0.14451118585064107
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, BEST_FIRST, UNDER_SAMPLING, 2130.0, 11.0, 71.0, 434.0, 0.1405940594059406, 0.8658536585365854, 0.8539106198394277, 0.19920809694351543
OPENJPA, 8, 0.8396363636363636, 0.03710119820990328, 0.030990173847316706, IBK, BEST_FIRST, SMOTE, 2451.0, 38.0, 44.0, 113.0, 0.2802547770700637, 0.5365853658536586, 0.8889121418515277, 0.3413852559812481
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, NO_FEATURES_SELECTION, NO_SAMPLING, 2679.0, 111.0, 6.0, 82.0, 0.06818181818181818, 0.05128205128205128, 0.744710358256175, 0.02448902173874879
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, NO_FEATURES_SELECTION, OVER_SAMPLING, 2670.0, 107.0, 10.0, 91.0, 0.09900990099009901, 0.08547008547008547, 0.7284506109207305, 0.056190271129734605
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2654.0, 101.0, 16.0, 107.0, 0.13008130081300814, 0.13675213675213677, 0.7793317793317793, 0.0956494414884789
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, NO_FEATURES_SELECTION, SMOTE, 2674.0, 107.0, 10.0, 87.0, 0.10309278350515463, 0.08547008547008547, 0.7565898024065355, 0.058769980815719644
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, BEST_FIRST, NO_SAMPLING, 2747.0, 94.0, 23.0, 14.0, 0.6216216216216216, 0.19658119658119658, 0.7829165080161096, 0.2847287103559052
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, BEST_FIRST, OVER_SAMPLING, 5.0, 0.0, 117.0, 2756.0, 0.04072398190045249, 1.0, 0.7489405238409222, 1.4748634112607138E-4
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, BEST_FIRST, UNDER_SAMPLING, 59.0, 3.0, 114.0, 2702.0, 0.040482954545454544, 0.9743589743589743, 0.8218857282602302, -3.5465412870089845E-4
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, NAIVE_BAYES, BEST_FIRST, SMOTE, 2734.0, 67.0, 50.0, 27.0, 0.6493506493506493, 0.42735042735042733, 0.7891015580258608, 0.49930595912747083
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_SAMPLING, 2738.0, 61.0, 56.0, 23.0, 0.7088607594936709, 0.47863247863247865, 0.9115890749356885, 0.556907782596105
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, NO_FEATURES_SELECTION, OVER_SAMPLING, 2366.0, 40.0, 77.0, 395.0, 0.163135593220339, 0.6581196581196581, 0.7898940369059891, 0.2099862812631333
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2335.0, 25.0, 92.0, 426.0, 0.1776061776061776, 0.7863247863247863, 0.8375619511077679, 0.23931060915960595
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, NO_FEATURES_SELECTION, SMOTE, 2738.0, 60.0, 57.0, 23.0, 0.7125, 0.48717948717948717, 0.9139432944213821, 0.5642941307369312
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, BEST_FIRST, NO_SAMPLING, 2703.0, 70.0, 47.0, 58.0, 0.44761904761904764, 0.4017094017094017, 0.8024405873011451, 0.4003639642807146
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, BEST_FIRST, OVER_SAMPLING, 2712.0, 69.0, 48.0, 49.0, 0.4948453608247423, 0.41025641025641024, 0.7047675653253342, 0.4274992666817272
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, BEST_FIRST, UNDER_SAMPLING, 2668.0, 44.0, 73.0, 93.0, 0.4397590361445783, 0.6239316239316239, 0.7764188003231828, 0.491657104547271
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, RANDOM_FOREST, BEST_FIRST, SMOTE, 2703.0, 63.0, 54.0, 58.0, 0.48214285714285715, 0.46153846153846156, 0.7887641353776812, 0.4497340618847319
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, NO_FEATURES_SELECTION, NO_SAMPLING, 2728.0, 46.0, 71.0, 33.0, 0.6826923076923077, 0.6068376068376068, 0.8075808653497897, 0.6283124789521699
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, NO_FEATURES_SELECTION, OVER_SAMPLING, 2481.0, 50.0, 67.0, 280.0, 0.1930835734870317, 0.5726495726495726, 0.712028343502447, 0.24274872946290602
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, NO_FEATURES_SELECTION, UNDER_SAMPLING, 2502.0, 33.0, 84.0, 259.0, 0.24489795918367346, 0.717948717948718, 0.7612719286026058, 0.32424908613416703
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, NO_FEATURES_SELECTION, SMOTE, 2725.0, 46.0, 71.0, 36.0, 0.6635514018691588, 0.6068376068376068, 0.8072480861325483, 0.6191364579735782
OPENJPA, 9, 0.8514810609970069, 0.03612121212121212, 0.04065323141070187, IBK, BEST_FIRST, NO_SAMPLING, 2664.0, 71.0, 46.0, 97.0, 0.32167832167832167, 0.39316239316239315, 0.8136916204645288, 0.32359845443175744
